Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rate,Critic_score,Critic_positive_reviews,Critic_mixed_reviews,Critic_negative_reviews,User_score,User_positive_reviews,User_mixed_reviews,User_negative_reviews,Type
NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,EA Tiburon,E,67.0,5.0,8.0,1.0,5.2,3.0,0.0,2.0,Salon
Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11,Microsoft Game Studios Japan,T,81.0,30.0,7.0,0.0,7.3,28.0,3.0,9.0,Salon
Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,Career Soft,T,81.0,15.0,4.0,0.0,8.5,25.0,3.0,3.0,Salon
Mega Man Battle Chip Challenge,GBA,2003.0,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,Capcom,E,54.0,3.0,11.0,11.0,5.1,6.0,5.0,8.0,Portable
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11,Konami,E,74.0,3.0,6.0,0.0,4.4,63.0,65.0,126.0,Salon
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11,Idea Factory,T,75.0,20.0,8.0,2.0,8.4,25.0,5.0,2.0,Salon
Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,Konami,T,82.0,11.0,4.0,0.0,8.5,15.0,3.0,1.0,Salon
Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11,Swordfish Studios,M,73.0,20.0,20.0,1.0,8.1,19.0,4.0,2.0,Salon
Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11,Wideload Games Inc.,M,75.0,33.0,20.0,2.0,8.5,25.0,3.0,1.0,Salon
Batman: Dark Tomorrow,XB,2003.0,Action,Kemco,0.08,0.02,0.0,0.0,0.11,Kemco,T,25.0,0.0,0.0,13.0,2.4,0.0,0.0,5.0,Salon
Ping Pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11,WayForward,E,28.0,1.0,2.0,14.0,4.3,1.0,0.0,3.0,Portable
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,Koei Tecmo Games,M,67.0,25.0,29.0,4.0,7.8,212.0,36.0,43.0,Portable
MySims SkyHeroes,PS3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,Electronic Arts,E10+,62.0,3.0,9.0,4.0,4.2,1.0,1.0,3.0,Salon
Blood Drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11,Sidhe Interactive,M,40.0,0.0,5.0,16.0,6.1,6.0,6.0,4.0,Salon
18 Wheeler: American Pro Trucker,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11,Acclaim Studios Cheltenham,E,52.0,0.0,9.0,8.0,5.6,1.0,2.0,2.0,Salon
Start the Party! Save the World,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.09,0.0,0.03,0.11,Supermassive Games,E10+,50.0,0.0,7.0,8.0,5.4,2.0,1.0,2.0,Salon
The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11,SNK Playmore,T,63.0,9.0,43.0,5.0,6.2,4.0,9.0,5.0,Salon
Digimon World DS,DS,2006.0,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11,Bec,E10+,71.0,2.0,6.0,0.0,7.7,36.0,12.0,6.0,Portable
Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,Guildford Studio,M,53.0,3.0,39.0,19.0,4.7,21.0,15.0,41.0,Salon
Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11,Vicious Cycle,T,53.0,2.0,23.0,9.0,7.6,12.0,2.0,2.0,Salon
Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11,Papaya Studio,E10+,39.0,0.0,2.0,3.0,3.4,1.0,4.0,9.0,Salon
GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11,EA LA,T,58.0,2.0,18.0,5.0,7.5,2.0,2.0,0.0,Portable
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.02,0.11,Trickstar Games,T,41.0,0.0,2.0,5.0,4.6,4.0,1.0,5.0,Salon
Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11,Darkworks,M,68.0,14.0,24.0,1.0,7.9,27.0,10.0,2.0,Salon
Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.01,0.02,0.11,Acquire,M,57.0,0.0,17.0,4.0,7.1,40.0,18.0,11.0,Salon
NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11,EA Black Box,E,81.0,16.0,3.0,0.0,5.1,6.0,0.0,4.0,Salon
Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11,Omega Force,T,73.0,12.0,14.0,0.0,7.1,29.0,3.0,10.0,Salon
Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11,Ubisoft,E10+,59.0,3.0,10.0,2.0,6.5,4.0,5.0,2.0,Salon
John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.02,0.0,0.01,0.11,Gusto Games,E,58.0,2.0,17.0,4.0,4.3,3.0,2.0,5.0,Salon
BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,Terminal Reality,M,73.0,7.0,9.0,1.0,8.1,6.0,1.0,1.0,Salon
Metal Slug 4 & 5,PS2,2005.0,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11,BrezzaSoft,T,71.0,11.0,8.0,1.0,8.0,6.0,5.0,0.0,Salon
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,Vicious Cycle,E10+,60.0,1.0,5.0,1.0,6.0,5.0,3.0,3.0,Salon
ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11,Acclaim Studios Salt Lake City,T,43.0,0.0,3.0,4.0,4.8,1.0,2.0,2.0,Salon
Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,Griptonite Games,E10+,51.0,0.0,7.0,3.0,5.8,0.0,3.0,1.0,Salon
Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,Konami Computer Entertainment Hawaii,E10+,69.0,13.0,18.0,2.0,7.3,9.0,6.0,2.0,Portable
Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11,Imageepoch,M,55.0,4.0,17.0,10.0,6.8,27.0,6.0,11.0,Portable
Hot Wheels Velocity X,GC,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11,Beyond Games,E,55.0,0.0,2.0,2.0,6.7,3.0,2.0,1.0,Salon
Spyborgs,Wii,2009.0,Action,Capcom,0.1,0.01,0.0,0.01,0.11,Bionic Games,T,66.0,5.0,25.0,0.0,6.4,2.0,2.0,1.0,Salon
Army Men: RTS,PS2,2002.0,Strategy,3DO,0.05,0.04,0.0,0.01,0.11,Pandemic Studios,T,68.0,6.0,8.0,0.0,6.8,6.0,0.0,2.0,Salon
Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11,Red Tribe,E10+,57.0,1.0,3.0,3.0,3.3,0.0,1.0,3.0,Salon
The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,Stormfront Studios,E10+,59.0,4.0,29.0,7.0,6.3,2.0,1.0,1.0,Salon
Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11,Slightly Mad Studios,E,83.0,42.0,6.0,0.0,7.2,309.0,111.0,97.0,Salon
Eragon,PSP,2006.0,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11,Stormfront Studios,T,59.0,1.0,10.0,4.0,6.8,1.0,3.0,0.0,Portable
Mortal Kombat: Deception,GC,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,Midway,M,77.0,10.0,3.0,1.0,7.8,17.0,4.0,4.0,Salon
ESPN NHL Hockey,XB,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11,Kush Games,E,88.0,24.0,1.0,0.0,2.0,1.0,0.0,3.0,Salon
Machinarium,PC,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,Amanita Design,E10+,85.0,43.0,4.0,0.0,8.5,588.0,98.0,25.0,Salon
Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,Team17,T,63.0,3.0,17.0,1.0,7.0,8.0,6.0,2.0,Salon
Naruto Shippuden: Naruto vs. Sasuke,DS,2008.0,Action,Takara Tomy,0.08,0.0,0.03,0.01,0.11,Takara Tomy,E10+,64.0,0.0,6.0,1.0,7.0,2.0,6.0,0.0,Portable
DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,indieszero,E10+,58.0,1.0,7.0,3.0,4.2,2.0,0.0,4.0,Portable
Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,Crystal Dynamics,T,79.0,35.0,9.0,0.0,6.6,2.0,3.0,0.0,Salon
Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11,High Voltage Software,E10+,56.0,0.0,4.0,0.0,5.3,1.0,2.0,4.0,Salon
Brave Story: New Traveler (US sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11,Game Republic,E10+,76.0,21.0,8.0,1.0,7.6,35.0,6.0,5.0,Portable
Disney's Extreme Skate Adventure,XB,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11,Toys for Bob,E,76.0,11.0,4.0,0.0,6.0,2.0,1.0,1.0,Salon
Avatar: The Last Airbender,PSP,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,AWE Games,E10+,57.0,0.0,8.0,1.0,3.0,0.0,2.0,4.0,Portable
Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11,Vivarium,E10+,62.0,6.0,30.0,6.0,6.2,3.0,1.0,1.0,Salon
FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11,Bugbear,T,80.0,37.0,7.0,0.0,8.5,43.0,4.0,4.0,Salon
Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,Micro Cabin,T,67.0,3.0,13.0,1.0,3.8,2.0,0.0,3.0,Salon
EA Replay,PSP,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11,Team Fusion,T,56.0,0.0,16.0,3.0,6.0,0.0,3.0,1.0,Portable
Bionicle Heroes,GC,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11,Traveller's Tales,E10+,51.0,0.0,4.0,0.0,6.2,3.0,1.0,2.0,Salon
Trauma Center: Under the Knife 2,DS,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,Vanguard,T,79.0,24.0,5.0,0.0,6.6,5.0,1.0,2.0,Portable
Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11,Black Rock Studio,E10+,63.0,2.0,13.0,1.0,8.5,16.0,5.0,0.0,Portable
The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11,SNK Playmore,T,71.0,15.0,16.0,0.0,7.9,9.0,1.0,1.0,Salon
Thief (2014),PC,2014.0,Action,Square Enix,0.0,0.09,0.0,0.02,0.11,Eidos Montreal,M,70.0,19.0,16.0,2.0,5.9,669.0,455.0,527.0,Salon
Pac-Man and the Ghostly Adventures 2,PS3,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11,Vicious Cycle,E10+,59.0,0.0,9.0,2.0,5.2,1.0,2.0,2.0,Salon
Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,Namco,T,60.0,1.0,13.0,3.0,5.6,1.0,3.0,1.0,Salon
Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,Omega Force,T,76.0,4.0,1.0,0.0,7.9,13.0,5.0,3.0,Portable
Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,Santa Entertainment,E,62.0,2.0,6.0,1.0,7.4,6.0,1.0,2.0,Portable
Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11,Blitz Games,E,48.0,0.0,6.0,4.0,3.6,2.0,1.0,5.0,Salon
Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,Konami Computer Entertainment Hawaii,E,66.0,4.0,13.0,1.0,8.3,4.0,2.0,0.0,Portable
Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,Acclaim Studios Cheltenham,T,64.0,7.0,23.0,1.0,5.5,1.0,2.0,1.0,Salon
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,Techland,M,51.0,0.0,6.0,6.0,3.6,22.0,38.0,111.0,Salon
Tornado Outbreak,Wii,2009.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,Loose Cannon Studios,E10+,71.0,2.0,5.0,0.0,8.3,2.0,2.0,0.0,Salon
Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.01,0.0,0.01,0.11,Eutechnyx,T,38.0,0.0,2.0,12.0,3.7,3.0,0.0,6.0,Salon
Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11,Ubisoft Montpellier,E10+,57.0,1.0,21.0,5.0,6.5,10.0,8.0,6.0,Portable
Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,High Voltage Software,E10+,48.0,1.0,6.0,10.0,4.0,0.0,2.0,2.0,Salon
Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.11,Engine Software,T,85.0,16.0,1.0,0.0,8.0,92.0,13.0,15.0,Portable
Nicktoons: Unite!,DS,2006.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11,THQ,E,53.0,0.0,6.0,1.0,7.0,2.0,5.0,1.0,Portable
Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11,Backbone Entertainment,T,71.0,5.0,7.0,2.0,7.9,4.0,3.0,0.0,Salon
One Piece: Burning Blood,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11,Spike Chunsoft,T,62.0,1.0,3.0,0.0,7.3,8.0,2.0,2.0,Portable
Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11,Sonic Team,E,77.0,8.0,3.0,0.0,8.4,446.0,82.0,31.0,Salon
Mushroom Men: Rise of the Fungi,DS,2008.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,Red Fly Studio,E,45.0,0.0,7.0,9.0,5.0,0.0,4.0,0.0,Portable
Charlie and the Chocolate Factory,XB,2005.0,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,High Voltage Software,E,39.0,0.0,4.0,16.0,2.9,2.0,0.0,5.0,Salon
Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,Griptonite Games,E10+,53.0,0.0,5.0,3.0,5.8,2.0,2.0,1.0,Salon
Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.11,Koei,T,78.0,13.0,5.0,0.0,7.4,7.0,5.0,2.0,Salon
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11,Krome Studios,E,69.0,9.0,20.0,0.0,7.9,4.0,4.0,0.0,Salon
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.09,0.0,0.02,0.11,Media.Vision,T,75.0,27.0,18.0,0.0,8.2,351.0,49.0,48.0,Salon
JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.08,0.01,0.01,0.01,0.11,FeelPlus,M,39.0,0.0,12.0,20.0,5.2,8.0,7.0,11.0,Salon
The Polar Express,GC,2004.0,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,Blue Tongue Entertainment,E,40.0,0.0,3.0,4.0,3.6,1.0,1.0,5.0,Salon
BMX XXX,XB,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,"Z-Axis, Ltd.",M,58.0,5.0,11.0,10.0,5.1,2.0,1.0,4.0,Salon
Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,Acquire,M,57.0,2.0,14.0,4.0,7.7,31.0,9.0,6.0,Salon
The Godfather: Mob Wars,PSP,2006.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,Page 44 Studios,M,59.0,3.0,26.0,5.0,7.5,9.0,3.0,1.0,Portable
Lady Sia,GBA,2001.0,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11,RFX Interactive,E,73.0,4.0,3.0,1.0,7.7,9.0,2.0,2.0,Portable
Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.11,Ubisoft,T,58.0,1.0,14.0,2.0,7.1,14.0,2.0,2.0,Portable
The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.11,Pandemic Studios,T,61.0,1.0,7.0,1.0,7.5,3.0,0.0,1.0,Portable
Robotech: Invasion,PS2,2004.0,Shooter,Global Star,0.05,0.04,0.0,0.01,0.11,Vicious Cycle,T,57.0,2.0,24.0,7.0,8.0,2.0,2.0,0.0,Salon
Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,Rebellion,M,28.0,0.0,3.0,30.0,3.4,13.0,8.0,41.0,Salon
X-Men: Destiny,Wii,2011.0,Action,Activision,0.08,0.02,0.0,0.01,0.11,Silicon Knights,T,36.0,0.0,1.0,9.0,3.9,5.0,0.0,10.0,Salon
Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.11,SCE Japan Studio,E,81.0,38.0,11.0,0.0,8.6,60.0,11.0,3.0,Portable
Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,Gaijin Entertainment,M,52.0,0.0,18.0,5.0,6.6,16.0,13.0,8.0,Salon
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,5TH Cell,E10+,71.0,5.0,12.0,0.0,6.6,23.0,18.0,9.0,Portable
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,Neverland,M,43.0,0.0,13.0,17.0,7.2,3.0,2.0,1.0,Portable
Dynasty Warriors Advance,GBA,2005.0,Action,Nintendo,0.08,0.03,0.0,0.0,0.11,Koei,E10+,56.0,2.0,14.0,6.0,6.0,1.0,2.0,1.0,Portable
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,0.08,0.0,0.01,0.01,0.11,Clover Studio,T,73.0,16.0,10.0,2.0,7.7,8.0,2.0,2.0,Portable
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,Ubisoft Montreal,M,83.0,16.0,4.0,0.0,6.8,279.0,209.0,89.0,Salon
Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,Inti Creates,E,77.0,14.0,2.0,1.0,7.8,45.0,6.0,8.0,Portable
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11,Capcom,E,68.0,6.0,7.0,1.0,6.3,13.0,3.0,7.0,Portable
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,Arc System Works,T,64.0,3.0,9.0,2.0,6.6,14.0,5.0,5.0,Portable
The Book of Unwritten Tales,PC,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.11,KING Art,T,82.0,28.0,4.0,0.0,8.3,133.0,27.0,8.0,Salon
Tom Clancy's HAWX 2,Wii,2010.0,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11,Ubisoft,T,47.0,1.0,6.0,4.0,8.5,3.0,1.0,0.0,Salon
Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11,Razorworks,E,59.0,2.0,3.0,2.0,7.8,4.0,0.0,1.0,Salon
Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11,Sandlot,T,72.0,11.0,8.0,1.0,8.2,19.0,1.0,4.0,Portable
Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11,Yacht Club Games,E,88.0,22.0,2.0,0.0,8.4,264.0,18.0,38.0,Portable
The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.11,Haemimont Games,T,52.0,1.0,11.0,9.0,6.4,11.0,16.0,6.0,Salon
Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11,Ubisoft Montreal,E10+,83.0,15.0,0.0,0.0,7.9,93.0,23.0,16.0,Portable
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.04,0.0,0.01,0.11,Hudson Soft,E10+,65.0,2.0,9.0,1.0,8.0,2.0,2.0,0.0,Salon
SimCity 2000,GBA,2003.0,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,Full Fat,E,62.0,1.0,6.0,2.0,7.9,8.0,4.0,0.0,Portable
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,KCET,E,79.0,15.0,7.0,0.0,7.3,10.0,4.0,2.0,Salon
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1,Midway,T,24.0,0.0,3.0,9.0,1.3,1.0,0.0,7.0,Salon
Contact,DS,2006.0,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,Grasshopper Manufacture,E10+,73.0,14.0,22.0,0.0,8.3,18.0,4.0,2.0,Portable
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,Ubisoft Shanghai,E,66.0,1.0,8.0,0.0,5.2,1.0,3.0,2.0,Salon
Family Party: 30 Great Games,Wii,2008.0,Misc,D3Publisher,0.09,0.01,0.0,0.01,0.1,Tamsoft,E10+,42.0,0.0,6.0,4.0,2.2,1.0,1.0,9.0,Salon
Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,Pam Development,E,67.0,6.0,20.0,2.0,7.2,2.0,3.0,0.0,Salon
Thrillville: Off the Rails,PSP,2007.0,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,Frontier Developments,E10+,72.0,2.0,5.0,0.0,3.7,3.0,2.0,6.0,Portable
Vexx,XB,2003.0,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,Acclaim Studios Austin,T,70.0,7.0,14.0,0.0,8.1,7.0,1.0,1.0,Salon
Pariah,XB,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,Digital Extremes,M,70.0,20.0,31.0,1.0,7.4,2.0,3.0,0.0,Salon
Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,Black Lantern Studios,T,53.0,1.0,7.0,3.0,6.0,1.0,3.0,1.0,Portable
Metal Slug 3,XB,2004.0,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,SNK Playmore,T,76.0,40.0,16.0,0.0,6.7,18.0,9.0,6.0,Salon
Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,0.1,Rare Ltd.,E,68.0,5.0,17.0,0.0,5.9,3.0,9.0,2.0,Portable
Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.05,0.04,0.0,0.02,0.1,"Entersphere, Inc.",M,57.0,2.0,33.0,8.0,6.6,12.0,11.0,6.0,Portable
Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,Moss,E,64.0,5.0,17.0,3.0,5.8,1.0,2.0,1.0,Portable
Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01,0.1,Petroglyph,T,66.0,8.0,32.0,4.0,8.1,31.0,4.0,6.0,Salon
Metal Arms: Glitch in the System,GC,2003.0,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,Swingin' Ape,T,83.0,28.0,2.0,0.0,8.3,18.0,1.0,2.0,Salon
The Whispered World,PC,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,Daedalic Entertainment,E,70.0,18.0,23.0,0.0,7.2,47.0,32.0,13.0,Salon
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,Ubisoft Montreal,M,81.0,23.0,5.0,0.0,7.9,14.0,1.0,2.0,Salon
Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,LucasArts,T,84.0,19.0,2.0,0.0,7.6,6.0,3.0,1.0,Salon
Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,Team17,M,17.0,0.0,0.0,11.0,1.9,5.0,1.0,31.0,Salon
Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1,Rare Ltd.,E,71.0,7.0,7.0,0.0,7.5,16.0,8.0,4.0,Salon
Miami Law,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,Hudson Entertainment,T,56.0,1.0,11.0,2.0,8.3,2.0,2.0,0.0,Portable
Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,Camden Studio,T,78.0,11.0,6.0,0.0,8.8,3.0,1.0,0.0,Salon
